id,title,location,department,industry,salary_range,work_from_home,company_logo,screening_round,employment_type,required_experience,required_education,is_authentic
2758,Marketing Manager,San Francisco,Design,Financial Services,,0,0,1,,,,1
4800,Web Developer,Athens,Other,Telecommunications,,0,1,1,,,,1
2042,Head of machining department,San Francisco,Education,Computer Software,,0,1,0,Full-time,,Bachelor's Degree,0
17628,Web Developer  ,San Francisco,Information Technology,Education Management,,0,0,0,Full-time,,,0
10443,I want to work at Vend in BERLIN,Sacramento,Education,Marketing and Advertising,,0,1,1,,,,1
8465,Would you like to join our IT Team?,New York,Administrative,Hospital & Health Care,,0,1,0,Full-time,Internship,Bachelor's Degree,1
16566,Motor Rewinder,New York,Administrative,Computer Software,,0,1,0,Full-time,,,1
4822,Buyers Admin Assistant,Sacramento,Other,Oil & Energy,18000-20000,0,1,0,Full-time,Entry level,Bachelor's Degree,1
7847,Client Account Executive,Sacramento,Customer Service,Oil & Energy,,0,1,1,,,,1
17789,Administrative Specialist II  ,New York,Sales,Education Management,,0,0,0,,,,0
9351,Customer Support Manager,Sacramento,Health Care Provider,Oil & Energy,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
5585,Structural Engineer,London,Education,Marketing and Advertising,,0,0,0,Full-time,,,0
4762,COMPANY REPRESENTATIVE NEEDED,San Francisco,Engineering,Marketing and Advertising,,0,0,1,Contract,Not Applicable,High School or equivalent,0
5689,Call Center Representative,New York,Education,Internet,1000-2000,0,0,0,Full-time,Entry level,High School or equivalent,0
5546,Commercial Banking Officer C&I -SW Chicago Suburbs,San Francisco,Marketing,Hospital & Health Care,,0,1,0,,,,1
17467,Got Talent?,Athens,Design,Telecommunications,,0,1,1,,,,1
6120,Automotive Wiring Harness Designer,London,Design,Hospital & Health Care,60000-75000,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
12599,UI/UX Designer,Sacramento,Design,Oil & Energy,,0,1,1,Full-time,Associate,Bachelor's Degree,1
12064,Ruby On Rails Developer,San Francisco,Education,Hospital & Health Care,,0,1,1,Full-time,,,1
17741,Brand & Logo Design Contest,London,Customer Service,Information Technology and Services,,0,0,0,Other,,,0
8649,RF Engineer,San Francisco,Engineering,Telecommunications,,0,1,1,Full-time,Associate,Bachelor's Degree,1
5751,"Agency Sales Managers $150-$175,000/yr",San Francisco,Education,Internet,,0,1,0,Full-time,,High School or equivalent,0
17798,"Agency Sales Managers $150-$175,000/yr",New York,Customer Service,Internet,,0,1,0,Full-time,Associate,High School or equivalent,0
5883,Project manager,London,Information Technology,Marketing and Advertising,,0,1,0,Full-time,Mid-Senior level,,1
17778,Hiring Part-Time Workers (CASH PAYING),San Francisco,Health Care Provider,Consumer Services,,0,0,0,Part-time,,,0
12471,Infrastructure Engineer ,Sacramento,Education,Oil & Energy,,0,0,0,Full-time,,,1
4075,Warehouse Operative at Wedo Home Colchester,Sacramento,Other,Marketing and Advertising,15000-18000,0,1,1,Full-time,Entry level,Unspecified,1
17638,Cruise Staff Wanted *URGENT*,Athens,Information Technology,Computer Software,,0,0,1,Full-time,,,0
6402,Graduates: English Teacher Abroad (Conversational),London,Administrative,Telecommunications,,0,1,1,Contract,Entry level,Bachelor's Degree,1
6636,Executive Chef,Athens,Engineering,Internet,,0,0,0,,,,0
6359,Head of Marketing,Sacramento,Sales,Consumer Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
8613,Executive Director,New York,Administrative,Oil & Energy,60000-75000,0,1,1,Full-time,Director,Bachelor's Degree,1
10408,Hotel Workers Needed,San Francisco,Information Technology,Marketing and Advertising,3000-60000,0,1,0,Full-time,Not Applicable,High School or equivalent,0
12472,Quality Assurance Analyst,Sacramento,Education,Telecommunications,,0,1,0,Full-time,Mid-Senior level,,1
5655,Home Carer (Personal Assistant),Athens,Administrative,Hospital & Health Care,,0,1,1,Full-time,Not Applicable,Unspecified,1
258, Executive Assistant / Office Manager,Athens,Information Technology,Financial Services,,0,1,0,Full-time,Not Applicable,Unspecified,1
10704,NOC Provisioning Engineer,New York,Design,Telecommunications,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
6941,"Full-Time Caregiver (Position 2) for Easygoing, Caring Woman ",Athens,Health Care Provider,Oil & Energy,,0,1,1,Full-time,,,1
12334,Client Services Manager,Sacramento,Design,Information Technology and Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17702,Accounting Clerk/ $23,New York,Customer Service,Education Management,,0,0,0,,,,0
17645,Fidelity,London,Engineering,Education Management,,0,0,0,,,,0
5934,System Analyst,Sacramento,Design,Oil & Energy,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
8152,Executive Assistant to CEO,Athens,Other,Consumer Services,14400-24000,0,1,0,Full-time,Entry level,Bachelor's Degree,1
17589, Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,New York,Information Technology,Education Management,250000-500000,0,0,0,Full-time,Not Applicable,High School or equivalent,0
17700,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,London,Sales,Information Technology and Services,,0,0,1,,,,0
846,Service Associate,San Francisco,Marketing,Education Management,25000-30000,0,1,1,Full-time,Entry level,High School or equivalent,0
5734,Software Engineer (Ruby on Rails),Athens,Education,Oil & Energy,,0,1,0,Full-time,Associate,,1
12198,Lean Manufacturing,Sacramento,Education,Oil & Energy,,0,0,0,Full-time,,,1
6882,Contract Recruitment Specialist,New York,Administrative,Computer Software,,0,0,1,,,,0
17523,Home Based Payroll Typist/Data Entry Clerks Positions Available,London,Sales,Education Management,,0,0,0,,,,0
9121,Commercial Real Estate Paralegal- Atlanta-Buckhead,New York,Sales,Education Management,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17461,Full-Cycle Recruiter,Athens,Education,Hospital & Health Care,,0,1,1,Full-time,Associate,,1
9054,Graduates: English Teacher Abroad (Conversational),London,Engineering,Oil & Energy,,0,1,1,Contract,Entry level,Bachelor's Degree,1
4,Account Executive - Washington DC,London,Education,Consumer Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
13103,PART-TIME WORK FROM YOUR PLACE,Athens,Engineering,Computer Software,,0,0,0,Part-time,,,0
5419,sales Associate,London,Information Technology,Marketing and Advertising,,0,0,0,,,,0
10901,Digital Marketing Strategist,London,Education,Hospital & Health Care,,0,1,0,Contract,,,1
10994,Customer Service Associate ,San Francisco,Administrative,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
1384,Leeds Fragrance and Beauty Promotional Staff,New York,Education,Hospital & Health Care,,0,1,1,Temporary,Associate,Unspecified,1
2045,Management System Administrator,San Francisco,Engineering,Education Management,,0,1,0,Full-time,,,0
911,Rubymotion/iOS developer,London,Other,Financial Services,,0,1,1,Full-time,,,1
5640,QA  Engineer in UX/API Program,Sacramento,Education,Marketing and Advertising,,0,1,0,Full-time,,,1
5630,DevOps / CI Engineer,Sacramento,Administrative,Hospital & Health Care,,0,1,1,Full-time,Associate,Bachelor's Degree,1
11758,UTC Lead Testing Technician,London,Engineering,Computer Software,65000-80000,0,1,1,Full-time,Mid-Senior level,Certification,0
17521,Payroll Data Coordinator Positions - Earn $100-$200 Daily ,Sacramento,Design,Information Technology and Services,,0,0,0,,,,0
14105,DOT Supervisor,London,Sales,Telecommunications,,0,1,1,,Associate,,1
17128,Customer Service Rep,Sacramento,Sales,Internet,,0,0,0,Full-time,Not Applicable,High School or equivalent,0
12152,Lead Developer / Scrum Master,Athens,Other,Telecommunications,,0,1,1,Full-time,Mid-Senior level,,1
11809,Information Security Analyst,London,Marketing,Marketing and Advertising,55000-79000,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
6528,Client Audit Coordinator ,Athens,Engineering,Marketing and Advertising,26000-30000,0,1,1,Full-time,Associate,High School or equivalent,0
5783,Administrative Coordinator,Sacramento,Other,Computer Software,,0,1,0,Full-time,,,1
5354,Sales Rep Needed $$$$$$$$$$$,London,Engineering,Marketing and Advertising,,0,0,0,,,,0
9726,English Teacher Abroad,London,Sales,Telecommunications,,0,1,1,Contract,,Bachelor's Degree,1
4889,Search Consultant ,San Francisco,Education,Financial Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
9457,Software Engineer in Test,Athens,Design,Oil & Energy,,0,1,0,Full-time,Associate,,1
17690,Administrative Assistant - $19.35 Per Hr,London,Administrative,Marketing and Advertising,,0,1,1,,,,0
14495,Network Engineer II,San Francisco,Design,Telecommunications,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17572,Work From Home (Easy Money),Athens,Sales,Internet,,0,1,0,,,,0
15514,Medical Receptionist/ Ambassador (Orlando),Sacramento,Education,Hospital & Health Care,,0,1,1,Full-time,Associate,High School or equivalent,1
12849,Senior Operations Developer,London,Design,Oil & Energy,,0,1,1,Full-time,Mid-Senior level,,1
11673,Sales Professional- SMB Division ,New York,Information Technology,Telecommunications,21600-31200,0,1,0,Part-time,Entry level,High School or equivalent,0
8837,Maintenance Specialist,San Francisco,Marketing,Education Management,23000-28000,0,1,1,Full-time,Entry level,High School or equivalent,0
6265,Executive Housekeeper,New York,Other,Oil & Energy,,0,1,1,Full-time,Associate,High School or equivalent,1
6709,Administrative Assistant,New York,Administrative,Oil & Energy,,0,1,1,Part-time,Associate,Unspecified,1
15582,Test Automation Engineer,London,Design,Marketing and Advertising,,0,0,0,Contract,,,0
14693,Account Director,San Francisco,Engineering,Hospital & Health Care,,0,1,0,Full-time,Director,,1
11527,CNC Machinist,San Francisco,Education,Education Management,,0,0,0,Full-time,,,1
9866,Data Analyst,Athens,Engineering,Hospital & Health Care,,0,1,1,Full-time,Associate,,1
9629,HR Executive,London,Design,Marketing and Advertising,180000-240000,0,1,0,Full-time,Entry level,Bachelor's Degree,1
16404,Applied electromagnetics,Sacramento,Health Care Provider,Education Management,,0,1,1,,,,1
1197,VP Marketing,Athens,Education,Internet,,0,1,1,Full-time,Executive,,1
17703,Journeyman Electrician    2175,San Francisco,Design,Marketing and Advertising,,0,0,0,Full-time,,,0
9666,Senior Web Developer,Sacramento,Engineering,Oil & Energy,,0,1,0,Full-time,Mid-Senior level,,1
1942, Physician Advisor,Sacramento,Sales,Education Management,,0,0,0,,,,1
11814,Junior/Intermediate C# Developer,London,Health Care Provider,Telecommunications,,0,1,0,Full-time,,,1
12393,Finance Manager (India),Sacramento,Administrative,Oil & Energy,2000000-2263000,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
4744,Call Center Representative I,New York,Customer Service,Marketing and Advertising,28000-32000,0,1,1,Full-time,Associate,High School or equivalent,0
3902,Brighton Beauty/Fragrance Promo Staff Needed,Athens,Administrative,Telecommunications,,0,1,0,,,,1
17658,Data Entry/ Administrative Assistant,San Francisco,Customer Service,Marketing and Advertising,,0,0,0,Full-time,Not Applicable,Unspecified,0
11848,Online Marketing Manager,San Francisco,Administrative,Oil & Energy,,0,1,1,Full-time,,,1
8336,Technical Support Engineer,London,Marketing,Financial Services,,0,1,0,Full-time,Entry level,Bachelor's Degree,1
439,Telemarketing professional,Sacramento,Engineering,Consumer Services,30000-70000,0,1,0,Full-time,Not Applicable,Unspecified,1
4005,Administrative Assistant,Athens,Engineering,Computer Software,12000-17000,0,0,0,Full-time,Entry level,Unspecified,0
4146,Payroll Clerk,San Francisco,Information Technology,Internet,,0,1,0,Full-time,Entry level,High School or equivalent,0
17555,Entry Level Medical Transcriptionist,New York,Marketing,Hospital & Health Care,0-0,1,0,0,Full-time,Entry level,High School or equivalent,0
10483,Senior System Test Engineer,San Francisco,Information Technology,Consumer Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
14789,Tele Marketing Executive,Sacramento,Information Technology,Oil & Energy,,0,0,1,Full-time,,,1
8117,Google - Pricing Strategy Associate,Sacramento,Design,Financial Services,,0,1,0,Full-time,,,1
8690,Credit and Collections Clerk,New York,Sales,Computer Software,37000-40000,0,0,0,Full-time,Entry level,High School or equivalent,0
17643,Immediate Opening : Linux Administrator for Bahrain,Athens,Marketing,Marketing and Advertising,,0,0,1,,,,0
1997,HR Generalist,Athens,Health Care Provider,Financial Services,,0,1,1,Full-time,Associate,Bachelor's Degree,1
8498,Android Developer,Sacramento,Health Care Provider,Consumer Services,,0,1,1,Full-time,Mid-Senior level,,1
2021,English Teacher Abroad (Conversational),Sacramento,Design,Financial Services,,0,1,1,Contract,,Bachelor's Degree,1
1157,Finance Assistant,London,Health Care Provider,Hospital & Health Care,,0,0,0,,,,1
16860,"Quality Specialist II, Clinical Programming",Sacramento,Engineering,Education Management,,0,1,0,,,,0
3270,Process Engineer Mechanical,Athens,Marketing,Education Management,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
3011,Lead Recruiter,Athens,Design,Consumer Services,,0,1,1,Full-time,Director,Bachelor's Degree,1
15810,Full-Time Caregiver for a Shy Young Man,Athens,Administrative,Oil & Energy,,0,1,1,Full-time,Entry level,High School or equivalent,1
10743,Maintenance Mechanic,Athens,Administrative,Telecommunications,42000-46000,0,0,0,Full-time,,,1
7937,Senior Developer Ruby on Rails,London,Design,Financial Services,,0,1,1,,,,1
2928,"LEAN Program Manager, Carol Stream, IL",Sacramento,Marketing,Computer Software,,0,0,0,,,,0
17659,Quality Manager Automated Manufacturing   2141,Sacramento,Marketing,Education Management,,0,0,0,Full-time,,,0
6579,UI/UX Designer,New York,Health Care Provider,Hospital & Health Care,,0,1,0,Full-time,,,1
17813,Hiring for SAP Supply Chain Manager,Sacramento,Customer Service,Internet,130000-145000,0,0,0,Full-time,Mid-Senior level,,0
10166,Domain Expert,New York,Customer Service,Hospital & Health Care,,0,1,0,,,,1
15802,Analyst/Business Analysis,Athens,Administrative,Consumer Services,,0,0,0,,,,1
13102,Entrepreneur Program (6 Months),Sacramento,Health Care Provider,Consumer Services,,0,1,1,Contract,Associate,Unspecified,1
3191,Payroll Data Coordinator Positions - Earn $100-$200 Daily ,San Francisco,Marketing,Marketing and Advertising,,0,0,0,,,,0
10971,Customer Service Technical Specialist - On Call ,Sacramento,Other,Oil & Energy,,0,1,0,Part-time,Entry level,High School or equivalent,1
3243,Class A - CDL Driver - Doubles Endorsed,San Francisco,Customer Service,Marketing and Advertising,,0,1,1,Full-time,Entry level,High School or equivalent,0
10116,Software Engineer,Sacramento,Other,Financial Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17612,ObjC Developer,New York,Information Technology,Computer Software,,0,0,0,,,,0
685,Javascript Engineer,New York,Customer Service,Consumer Services,,0,1,1,Full-time,Entry level,Bachelor's Degree,1
4496,Java Developer II,Sacramento,Health Care Provider,Telecommunications,,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,1
7406,Software Engineer,Sacramento,Administrative,Hospital & Health Care,,0,0,0,Full-time,,,1
4773,Urgently Required J2EE Developer for  Bahrain,New York,Education,Information Technology and Services,,0,0,1,,,,0
13139,Principal Engineer,San Francisco,Marketing,Computer Software,,0,1,0,Full-time,,,0
5784,Position Admin Assistant,New York,Customer Service,Internet,22000-28000,0,0,1,Part-time,Internship,Unspecified,0
15273,English Teacher Abroad ,Athens,Design,Consumer Services,,0,1,1,Contract,,Bachelor's Degree,1
571,EMTs (Lift Coaches) Marin,Athens,Design,Education Management,,0,1,1,Full-time,Entry level,High School or equivalent,1
7933,Sr. Java Developer with RESTful and Hadoop skills,Sacramento,Administrative,Marketing and Advertising,,0,0,1,,,,1
7055,Cost Engineer,San Francisco,Administrative,Telecommunications,70000-90000,0,1,1,Full-time,Mid-Senior level,High School or equivalent,1
15836,Part-time In-Store Assistants (Papa John's Pizza),Athens,Education,Hospital & Health Care,,0,1,1,Part-time,Entry level,,1
17677,Director of Engineering: Applications,London,Sales,Telecommunications,,0,1,1,Full-time,Director,Master's Degree,0
9059,Graduates: English Teacher Abroad (Conversational),London,Administrative,Oil & Energy,,0,1,1,Contract,Entry level,Bachelor's Degree,1
17529,Home Based Payroll Typist/Data Entry Clerks Positions Available,Sacramento,Customer Service,Oil & Energy,,0,0,0,,,,0
14095,High School Economics Teacher,San Francisco,Design,Consumer Services,,0,1,1,Full-time,,Master's Degree,1
11961,Frontend Web App Developer / Designer,London,Education,Information Technology and Services,40000-90000,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
16934,Middleweight Graphic Designer with Digital Expertise,Sacramento,Education,Internet,,0,1,0,Full-time,Associate,,1
17762,Payroll Data Coordinator Positions - Earn $100-$200 Daily ,London,Information Technology,Computer Software,,0,0,0,,,,0
6599,Technical Support Engineer,Athens,Design,Hospital & Health Care,,0,1,1,Full-time,Entry level,Bachelor's Degree,1
6815,Senior Java Engineer,Athens,Other,Financial Services,,0,1,1,Full-time,,,1
10775,HD6 4AB Recruitment Apprenticeship Under NAS 16-18 Year Olds Only,Athens,Administrative,Consumer Services,,0,1,1,Full-time,Not Applicable,High School or equivalent,1
4862,Sales Agents $400/wk Plus Commission,San Francisco,Health Care Provider,Computer Software,,0,1,1,Full-time,Entry level,High School or equivalent,1
7356,Customer Service Associate ,New York,Other,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
16119,Office Manager,Athens,Other,Consumer Services,,0,1,1,Full-time,Associate,Unspecified,1
10798,Winch Truck Driver,Sacramento,Education,Hospital & Health Care,,0,1,1,Full-time,,,1
12075,Country Durham Apprenticeship Under NAS 16-18 Year Olds Only,Sacramento,Education,Financial Services,,0,1,1,,Not Applicable,High School or equivalent,1
3701,GM of People & Culture,Athens,Design,Hospital & Health Care,,0,1,1,Full-time,Executive,,1
5719,Senior Informatica Developer/Consultant,New York,Health Care Provider,Financial Services,,0,1,1,Other,Mid-Senior level,High School or equivalent,1
5519,Home Based Payroll Typist/Data Entry Clerks Positions Available,New York,Engineering,Marketing and Advertising,,0,0,0,,,,0
17667,Customer Service Representative,Athens,Customer Service,Computer Software,20-25,0,0,0,Part-time,Entry level,Unspecified,0
3985,UX/UI Designer,Sacramento,Sales,Telecommunications,,0,1,0,Full-time,,,1
13791,Mechanical Engineer,Sacramento,Other,Financial Services,,0,0,0,Full-time,,,1
7371,Front-End Developer,San Francisco,Sales,Marketing and Advertising,,0,1,1,,,,0
14877,Engineer x5,Sacramento,Other,Hospital & Health Care,,0,1,0,,,,1
13049,Technical Founder,Athens,Marketing,Hospital & Health Care,,0,1,1,,,,1
4004,Customer Service ,San Francisco,Customer Service,Consumer Services,,0,0,0,Other,,,1
6302,HSE Manager,San Francisco,Sales,Marketing and Advertising,,0,0,0,,,,0
6880,Structural Designer,Athens,Information Technology,Consumer Services,,0,0,1,,,,0
3186,Payroll Data Coordinator Positions - Earn $100-$200 Daily ,San Francisco,Marketing,Internet,,0,0,0,,,,0
7173,PA/Office Manager,Athens,Design,Consumer Services,,0,1,1,Full-time,Associate,Unspecified,1
12046,Production Supervisor,New York,Administrative,Computer Software,,0,0,0,Full-time,,,1
8028,Well Test Operator,San Francisco,Customer Service,Computer Software,,0,0,0,Full-time,,,0
4396,Sales Training Manager,Sacramento,Administrative,Financial Services,,0,1,0,Full-time,Associate,Unspecified,1
5303,"International Broadcaster, Creole Service",Sacramento,Information Technology,Consumer Services,,0,1,0,,,,1
693,English Teacher Abroad ,Athens,Health Care Provider,Telecommunications,,0,1,1,Contract,,Bachelor's Degree,1
354,Software Engineer (2015 Intern),London,Design,Marketing and Advertising,,0,1,0,,,,1
17797,Office Assistant/Clerical Administrative,New York,Engineering,Education Management,1000-3000,0,0,0,Full-time,Associate,Bachelor's Degree,0
9264,IC&E Technician ,Sacramento,Information Technology,Computer Software,95000-115000,0,1,1,Full-time,Mid-Senior level,High School or equivalent,0
16562,Advertising Territory Manager,Athens,Administrative,Consumer Services,,1,0,1,Full-time,Entry level,Bachelor's Degree,1
9090,Senior Product Designer,Athens,Education,Computer Software,50000-65000,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
17673,Data Entry Clerk ,New York,Marketing,Marketing and Advertising,23000-28000,0,1,1,Full-time,Entry level,High School or equivalent,0
1031,Brand Content Marketer,Athens,Information Technology,Information Technology and Services,0-0,0,1,1,Full-time,Associate,Master's Degree,1
17816,"Urgent Cash Jobs, Part Time & Full Time.",New York,Sales,Information Technology and Services,,0,0,0,Part-time,,,0
13616,Business Intelligence Analyst,New York,Health Care Provider,Telecommunications,,0,1,1,Contract,Mid-Senior level,,1
7208,Industrial Mechanic,New York,Customer Service,Marketing and Advertising,,0,0,0,,,,0
17606,Data Entry Clerk / Administrative Assistant,London,Sales,Marketing and Advertising,21-63000,0,0,0,Full-time,Entry level,Bachelor's Degree,0
3180,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,San Francisco,Design,Marketing and Advertising,,0,0,0,,,,0
7942,Graduates: English Teacher Abroad (Conversational),Athens,Engineering,Oil & Energy,,0,1,1,Contract,Entry level,Bachelor's Degree,1
506,Graphic Design Intern,San Francisco,Administrative,Consumer Services,,0,1,1,Other,Internship,Some College Coursework Completed,1
2231,Bristol Fragrance and Beauty Promotional Staff,Athens,Education,Consumer Services,,0,1,1,Temporary,Associate,Unspecified,1
10082,Financial Analyst ,Sacramento,Sales,Education Management,,0,1,1,Full-time,Associate,Bachelor's Degree,1
3646,DevOps Engineer,Athens,Education,Oil & Energy,,0,1,0,Contract,,,1
17590,Data Entry,London,Marketing,Consumer Services,55000-68000,0,0,0,Full-time,Entry level,High School or equivalent,0
17330,"Weekly PART TIME Cash Job, Staff Required.",San Francisco,Engineering,Information Technology and Services,,0,0,0,Part-time,,,0
17565,Daily Money Team Representative,New York,Information Technology,Computer Software,,1,1,1,,,,0
10246,Records Service Associate ,Athens,Health Care Provider,Oil & Energy,,0,1,0,Full-time,Entry level,High School or equivalent,1
12096,SR. PHP DEVELOPER (COMMANDLINE & OOP),Athens,Education,Information Technology and Services,,0,1,0,Full-time,,Bachelor's Degree,1
17763,Optician / Sales,San Francisco,Administrative,Information Technology and Services,,0,0,0,Full-time,,,0
12098,Technical Support Engineer,London,Information Technology,Consumer Services,,0,1,0,Full-time,Entry level,Bachelor's Degree,1
3863,Project Manager,Sacramento,Other,Telecommunications,,1,0,1,Part-time,Mid-Senior level,,1
11716,Hiring for Software Web Applications Engineer,San Francisco,Sales,Telecommunications,90000-100000,0,0,0,Full-time,Mid-Senior level,,0
2568,Product Analyst,London,Administrative,Consumer Services,,0,1,1,Full-time,Associate,,1
6985,HR PROCESS LEADER,London,Sales,Information Technology and Services,,0,0,0,Full-time,,,0
3767,Marketing/Operations Intern,Sacramento,Design,Consumer Services,,0,0,1,Part-time,Internship,Some College Coursework Completed,1
16681,Web Designer,Sacramento,Administrative,Financial Services,,0,1,1,Full-time,Associate,Master's Degree,1
6358,Mobile Developer,Athens,Health Care Provider,Hospital & Health Care,,0,1,1,Full-time,Mid-Senior level,,1
15557,Facilities Engineer,San Francisco,Health Care Provider,Oil & Energy,,0,1,0,,,,1
6485,Cruise Staff Wanted *URGENT*,Sacramento,Engineering,Internet,,0,0,1,,,,0
15035,Senior Software Engineer - Big Data,San Francisco,Administrative,Financial Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
3183,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,Athens,Marketing,Education Management,,0,0,0,,,,0
8541,JDE Analyst,London,Health Care Provider,Telecommunications,,0,0,0,Contract,Mid-Senior level,Unspecified,1
13700,Marketing Automation Consultant (Presales),New York,Customer Service,Consumer Services,,0,1,0,Full-time,Mid-Senior level,Unspecified,1
739,Human Resources (HR) Manager,New York,Health Care Provider,Financial Services,55000-75000,0,1,0,Full-time,Associate,Bachelor's Degree,1
7658,Entry Level Online Data Entry/Typist ,Athens,Information Technology,Marketing and Advertising,,1,0,0,,Entry level,Some High School Coursework,0
7584,Customer Service Associate ,Athens,Administrative,Internet,,0,1,0,Full-time,Entry level,High School or equivalent,1
7958,Blender Developer,San Francisco,Education,Hospital & Health Care,,0,1,1,Full-time,,Bachelor's Degree,1
6322,Technical writer,Athens,Other,Financial Services,,0,0,0,,,,1
17603,Network Marketing,Sacramento,Administrative,Marketing and Advertising,7200-1380000,0,0,0,Other,Not Applicable,Unspecified,0
6972,Customer Service Associate - Part Time ,Athens,Education,Internet,,0,1,0,Part-time,Entry level,High School or equivalent,1
1171,Administrative Assistant,Athens,Marketing,Hospital & Health Care,,0,0,0,Full-time,Entry level,,0
6669,Cruise Staff Wanted *URGENT*,New York,Other,Internet,,0,0,1,,,,0
3831,Estate Agent Sales Negotiator,London,Administrative,Financial Services,22000-30000,0,0,0,Full-time,,,1
8017,Customer Service Associate ,Sacramento,Customer Service,Hospital & Health Care,,0,1,0,Full-time,Entry level,High School or equivalent,1
17779,Director of Nursing  ,London,Marketing,Financial Services,,0,0,0,Full-time,,,0
13767,ETL Developer ( Informatica ),Sacramento,Customer Service,Telecommunications,,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,1
2015,Assistant Account position!!! ,Athens,Information Technology,Information Technology and Services,,0,0,1,Part-time,,,0
17544,Customer Service Rep,London,Engineering,Internet,,0,0,0,,,,0
12829,Firmware Engineer,London,Health Care Provider,Marketing and Advertising,,0,1,0,Full-time,Mid-Senior level,,1
9637,Engineering Project/Program Manager (remote/telecommute),Sacramento,Health Care Provider,Financial Services,,1,1,1,Full-time,Mid-Senior level,Unspecified,1
12705,Development Intern,Athens,Other,Telecommunications,0-0,0,1,1,Other,Internship,,1
16674,Title Sales Representative,London,Education,Marketing and Advertising,,0,1,1,Full-time,Mid-Senior level,High School or equivalent,1
10037,Senior iOS Developer,Athens,Other,Education Management,,0,1,0,Full-time,Mid-Senior level,Unspecified,1
13059,Assistant Personal Chef,New York,Sales,Hospital & Health Care,,0,1,1,Full-time,Entry level,,1
1812,Sales Representative ,Athens,Administrative,Oil & Energy,,0,0,1,,,,1
7636,Development Team Leader,New York,Health Care Provider,Computer Software,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
4911,Office Assistant III,New York,Marketing,Internet,1000-3000,0,0,0,Full-time,Entry level,High School or equivalent,0
16427,Cad Designer,Athens,Engineering,Information Technology and Services,,0,0,0,Full-time,,,1
16106,Senior Software Engineer,Athens,Customer Service,Financial Services,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
13597,CV10 7QR DGV Apprenticeship available under NAS 18 year olds only!,San Francisco,Health Care Provider,Consumer Services,,0,1,1,,Not Applicable,High School or equivalent,1
8876,Business Developer - Gelato Air,Sacramento,Other,Computer Software,,0,1,0,,,,1
5348,Desktop Engineer,San Francisco,Other,Financial Services,,0,0,1,,,,1
10992,Sales Consultant Philly,Athens,Administrative,Oil & Energy,,0,1,0,Full-time,,,1
16497,Mobile UX Designer,Sacramento,Administrative,Consumer Services,,0,1,0,Full-time,Associate,Bachelor's Degree,1
11504,Sr. Systems Engineering Manager,London,Information Technology,Internet,,0,1,1,,,,0
5301,CQ Back End Developer,New York,Administrative,Marketing and Advertising,0-0,0,0,0,Contract,Mid-Senior level,Unspecified,1
4186,Operations Manager,San Francisco,Health Care Provider,Financial Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
13514,Stakeholder Manager,Athens,Other,Consumer Services,,0,1,0,Full-time,Mid-Senior level,,1
4499,Campaign Manager,New York,Health Care Provider,Hospital & Health Care,,0,1,1,Full-time,Entry level,Bachelor's Degree,1
9491,C#/ASP.net/SQL/jQuery Web Application Developer,Athens,Education,Financial Services,20000-40000,0,1,1,Full-time,Associate,,1
8332,Care Assistant - St Columbas,Athens,Sales,Information Technology and Services,,0,1,1,Full-time,Not Applicable,Unspecified,1
1113,Executive Creative Director,London,Design,Oil & Energy,,0,1,1,Full-time,Executive,,1
9962,Freelance Translators (m/f) into Brazilian Portuguese,San Francisco,Administrative,Financial Services,,0,1,1,Other,,,1
